type,feature,id,dataset,group
prompting,The selected string conveys excitement with an exclamatory sentence.,4,amazon,0
prompting,"The selected string uses a straightforward, simple narrative style.",5,amazon,0
prompting,The selected string focuses on social validation through compliments.,6,amazon,0
prompting,The selected string employs a conversational and personal tone.,7,amazon,0
prompting,"The selected string uses straightforward, simple vocabulary.",8,amazon,0
prompting,The selected string focuses on entertainment value over critical analysis.,9,amazon,0
prompting,The selected string lacks narrative or storytelling elements.,10,amazon,0
prompting,The selected string is concise with minimal detail.,11,amazon,0
prompting,The selected string focuses on craftsmanship and physical attributes.,12,amazon,0
prompting,The selected string lacks specific product details or examples.,13,amazon,0
prompting,The selected string uses playful tone with 'itty bitty' phrase.,14,amazon,0
prompting,The selected string includes specific toy features like shapes.,15,amazon,0
prompting,The selected string is notably longer and more detailed.,16,amazon,0
prompting,The selected string references specific TV shows for comparison.,17,amazon,0
prompting,The selected string conveys confidence in the purchasing decision.,18,amazon,0
prompting,The selected string focuses on physical condition and enjoyment separately.,19,amazon,0
prompting,"The selected string uses a positive, encouraging tone.",20,amazon,0
prompting,The selected string includes a direct plea to the creators.,21,amazon,0
prompting,The selected string lacks emotional or personal anecdotes.,22,amazon,0
prompting,"The selected string uses simple, straightforward vocabulary.",23,amazon,0
prompting,The selected string addresses potential concerns for specific audiences.,24,amazon,0
prompting,The selected string focuses on emotional themes like grief.,25,amazon,0
prompting,The selected string has a nostalgic tone.,26,amazon,0
prompting,The selected string uses a numerical rating in the title.,27,amazon,0
prompting,The selected string expresses mixed feelings about the purchase.,28,amazon,0
prompting,The selected string uses informal language like 'idk' and 'happend'.,29,amazon,0
prompting,The selected string lacks enthusiasm for the book's plot.,30,amazon,0
prompting,"The selected string uses simple, straightforward language.",31,amazon,0
prompting,The selected string offers practical advice for product usage.,32,amazon,0
prompting,The selected string includes a humorous remark about space.,33,amazon,0
prompting,The selected string highlights a cultural era: 90's grunge music.,34,amazon,0
prompting,The selected string lacks detailed product description.,35,amazon,0
prompting,"The selected string uses simple, everyday vocabulary.",36,amazon,0
prompting,The selected string is concise and to the point.,37,amazon,0
prompting,The selected string uses enthusiastic and positive language.,38,amazon,0
prompting,The selected string is part of a book series.,39,amazon,0
prompting,The selected string includes a recommendation to potential readers.,40,amazon,0
prompting,The selected string anticipates future content with excitement.,41,amazon,0
prompting,The selected string is concise and to the point.,42,amazon,0
prompting,The selected string focuses on aesthetic appeal and quality.,43,amazon,0
prompting,The selected string focuses on product functionality issues.,44,amazon,0
prompting,The selected string uses HTML tags for line breaks.,45,amazon,0
prompting,The selected string includes a personal anecdote about a child.,46,amazon,0
prompting,"The selected string focuses on crafting materials, not entertainment.",47,amazon,0
prompting,The selected string uses a conversational and personal tone.,48,amazon,0
prompting,The selected string uses detailed descriptions of cinematic elements.,49,amazon,0
featurization,The selected string lacks detailed product description.,0,amazon,0
featurization,The selected string focuses on a specific product experience.,1,amazon,0
featurization,The selected string includes specific media references.,2,amazon,0
featurization,The selected string focuses on crafting and DIY activities.,3,amazon,0
featurization,The selected string contains a mix of positive and negative feedback.,4,amazon,0
featurization,The selected string lacks detailed product description or context.,5,amazon,0
featurization,The selected string focuses on a physical product review.,6,amazon,0
featurization,The selected string lacks specific details about the book.,7,amazon,0
featurization,The selected string uses HTML tags for formatting.,8,amazon,0
featurization,The selected string is notably shorter in length.,9,amazon,0
featurization,The selected string emphasizes seller performance and product accuracy.,10,amazon,0
featurization,"The selected string uses concise, positive language.",11,amazon,0
featurization,The selected string focuses on a single subject: a book.,12,amazon,0
featurization,The selected string focuses on children's toys and accessories.,13,amazon,0
featurization,The selected string targets a crafting or DIY audience.,14,amazon,0
featurization,The selected string provides specific product details and examples.,15,amazon,0
featurization,The selected string targets DVD collectors or movie enthusiasts.,16,amazon,0
featurization,The selected string suggests a specific style preference for wear.,17,amazon,0
featurization,The selected string lacks specific product details.,18,amazon,0
featurization,The selected string appeals to readers interested in historical narratives.,19,amazon,0
featurization,The selected string uses repetition for emphasis.,20,amazon,0
featurization,The selected string is longer and more detailed.,21,amazon,0
featurization,The selected string focuses on a specific recipient's characteristics.,22,amazon,0
featurization,The selected string lacks detailed descriptions.,23,amazon,0
featurization,"The selected string focuses on a single, specific issue.",24,amazon,0
featurization,The selected string focuses on home decor.,25,amazon,0
featurization,The selected string includes cultural and spiritual themes.,26,amazon,0
featurization,The selected string includes a logistical plan for product use.,27,amazon,0
featurization,The selected string focuses on educational content for children.,28,amazon,0
featurization,The selected string targets both children and adult audiences.,29,amazon,0
featurization,The selected string is detailed about the gift's features and impact.,30,amazon,0
featurization,The selected string contains a detailed narrative plot.,31,amazon,0
featurization,The selected string focuses on a physical product's size.,32,amazon,0
featurization,The selected string targets a specific audience: ladies.,33,amazon,0
featurization,The selected string focuses on visual appeal of colors.,34,amazon,0
featurization,The selected string focuses on a specific product feature.,35,amazon,0
featurization,The selected string includes technical details about product features.,36,amazon,0
featurization,The selected string focuses on a specific product issue.,37,amazon,0
featurization,"The selected string critiques a TV show, not a product.",38,amazon,0
featurization,The selected string mentions a specific future use scenario.,39,amazon,0
featurization,The selected string uses humor as a central theme.,40,amazon,0
featurization,The selected string mentions sharing with friends.,41,amazon,0
featurization,The selected string highlights packaging as a notable feature.,42,amazon,0
featurization,The selected string highlights community support and love.,43,amazon,0
featurization,The selected string includes specific age references for children.,44,amazon,0
featurization,The selected string mentions packaging and delivery details.,45,amazon,0
featurization,The selected string includes character backstories and development.,46,amazon,0
featurization,The selected string includes a specific author's name.,47,amazon,0
featurization,The selected string includes a detailed book review.,48,amazon,0
featurization,The selected string targets a multi-generational audience.,49,amazon,0
baseline,mention cleaning products or tools.,0,amazon,1
baseline,reference magazines or publications.,1,amazon,1
baseline,include comments on clothing or fashion items.,2,amazon,1
baseline,describe experiences with electronic or technical items.,3,amazon,1
baseline,state opinions on decorative or household items.,4,amazon,1
baseline,discuss wallet-friendly purchases or budgeting.,5,amazon,1
baseline,highlight environmental concerns or sustainable choices.,6,amazon,1
baseline,express satisfaction or dissatisfaction with gift card experiences.,7,amazon,1
baseline,describe personal care or beauty items.,8,amazon,1
baseline,reveal thoughts on specific foods or kitchen gadgets.,9,amazon,1
baseline,comment on pet items or animal care.,10,amazon,1
baseline,engage in outdoor or gardening topics.,11,amazon,1
baseline,relate to fitness and sports equipment.,12,amazon,1
baseline,provide insights about travel and vacation experiences.,13,amazon,1
baseline,reflect on photography or art supplies.,14,amazon,1
baseline,focus on children's toys or activities.,15,amazon,1
baseline,discuss media or entertainment consumption habits.,16,amazon,1
baseline,include feedback on musical instruments.,17,amazon,1
baseline,pertain to experiences with footwear.,18,amazon,1
baseline,involve topics on health or wellness products.,19,amazon,1
baseline,contain feedback on customer service experiences.,20,amazon,1
baseline,highlight storage solutions or organizational products.,21,amazon,1
baseline,discuss tools or hardware for projects.,22,amazon,1
baseline,evaluate vehicle-related products.,23,amazon,1
baseline,include comments about office supplies.,24,amazon,1
baseline,reflect opinions on fragrances or scents.,25,amazon,1
baseline,focus on quality and durability assessments.,26,amazon,1
baseline,engage in opinions about weight loss or fitness aids.,27,amazon,1
baseline,express values on simplicity and convenience.,28,amazon,1
baseline,detail jewelry or accessory preferences.,29,amazon,1
baseline,include thoughts on electronic gadget cases.,30,amazon,1
baseline,discuss beverages or drink-making tools.,31,amazon,1
baseline,reference gaming or hobbyist interests.,32,amazon,1
baseline,contain feedback about magazine subscription prices.,33,amazon,1
baseline,involve recommendations or tips.,34,amazon,1
baseline,mention arts and crafts materials.,35,amazon,1
baseline,discuss unique aspects or tweaks of products.,36,amazon,1
baseline,assess home and kitchen appliances.,37,amazon,1
baseline,"involve fun, entertaining packaging.",38,amazon,1
baseline,refer to shopping or retail experiences.,39,amazon,1
baseline,reference opinions about animals or wildlife.,40,amazon,1
baseline,highlight issues with sizing or product fit.,41,amazon,1
baseline,engage in jokes or light-hearted comments.,42,amazon,1
baseline,refer to musical sound quality.,43,amazon,1
baseline,state experiences with weather-specific items.,44,amazon,1
baseline,critique services or platforms for purchases.,45,amazon,1
baseline,explore organic or natural product descriptions.,46,amazon,1
baseline,suggest improvements or modifications.,47,amazon,1
baseline,highlight brand reputations or expectations.,48,amazon,1
baseline,discuss mailing or delivery experiences.,49,amazon,1
prompting,The selected string focuses on affordability and value.,0,amazon,1
prompting,The selected string provides a mixed review with specific examples.,1,amazon,1
prompting,The selected string includes a specific use case scenario.,2,amazon,1
prompting,The selected string has an upbeat and positive tone.,3,amazon,1
prompting,The selected string is notably shorter than the other reviews.,4,amazon,1
prompting,The selected string focuses on gift-giving convenience.,5,amazon,1
prompting,The selected string uses a personal wishful tone.,6,amazon,1
prompting,The selected string uses informal language like 'yay'.,7,amazon,1
prompting,"The selected string uses simple, direct language without technical terms.",8,amazon,1
prompting,The selected string emphasizes honesty with 'I do NOT receive compensation'.,9,amazon,1
prompting,The selected string uses technical details (nose bridge wire).,10,amazon,1
prompting,The selected string discusses a subscription-related issue.,11,amazon,1
prompting,The selected string includes specific product benefits and features.,12,amazon,1
prompting,The selected string critiques marketing and commercial aspects.,13,amazon,1
prompting,The selected string uses HTML tags for line breaks.,14,amazon,1
prompting,The selected string describes a seamless redemption process.,15,amazon,1
prompting,The selected string is longer and more comprehensive in detail.,16,amazon,1
prompting,The selected string is concise and to the point.,17,amazon,1
prompting,The selected string critiques the frequency of email communication.,18,amazon,1
prompting,The selected string suggests a simple solution for a potential issue.,19,amazon,1
prompting,The selected string implies satisfaction without specific product features.,20,amazon,1
prompting,The selected string emphasizes versatility in clothing usage.,21,amazon,1
prompting,The selected string discusses product compatibility with specific materials.,22,amazon,1
prompting,The selected string mentions a positive outcome despite initial concerns.,23,amazon,1
prompting,The selected string focuses on problem-solving for craft storage issues.,24,amazon,1
prompting,The selected string focuses on a specific product flaw.,25,amazon,1
prompting,The selected string contrasts two different product materials.,26,amazon,1
prompting,The selected string uses ellipses for dramatic effect.,27,amazon,1
prompting,The selected string implies a geographical limitation affecting usage.,28,amazon,1
prompting,The selected string lacks detailed product performance information.,29,amazon,1
prompting,The selected string lacks any negative or critical feedback.,30,amazon,1
prompting,The selected string uses a personal anecdote about a family member.,31,amazon,1
prompting,The selected string uses a negative tone throughout.,32,amazon,1
prompting,The selected string includes a detailed usage scenario.,33,amazon,1
prompting,The selected string addresses a specific usability issue.,34,amazon,1
prompting,The selected string focuses on global spa experiences.,35,amazon,1
prompting,The selected string addresses a specific customer service problem.,36,amazon,1
prompting,"The selected string uses a positive, straightforward tone.",37,amazon,1
prompting,The selected string uses exclamatory sentences for emphasis.,38,amazon,1
prompting,The selected string focuses on product functionality and effectiveness.,39,amazon,1
prompting,The selected string focuses on initial skepticism turned satisfaction.,40,amazon,1
prompting,The selected string includes a recommendation for future purchases.,41,amazon,1
prompting,"The selected string has a positive, solution-oriented tone.",42,amazon,1
prompting,The selected string reflects nostalgia for past magazine quality.,43,amazon,1
prompting,The selected string focuses on product durability issues.,44,amazon,1
prompting,The selected string uses a positive and affirming tone.,45,amazon,1
prompting,The selected string uses repetition for emphasis.,46,amazon,1
prompting,The selected string focuses on a specific personal use case.,47,amazon,1
prompting,The selected string implies a gift-giving context.,48,amazon,1
prompting,The selected string includes a personal anecdote about adjusting fit.,49,amazon,1
featurization,The selected string lacks detailed product description.,0,amazon,1
featurization,The selected string focuses on a gift card experience.,1,amazon,1
featurization,The selected string focuses on a specific product use case.,2,amazon,1
featurization,The selected string uses HTML tags for line breaks.,3,amazon,1
featurization,The selected string focuses on magazine content and format.,4,amazon,1
featurization,The selected string focuses on a specific product issue.,5,amazon,1
featurization,The selected string highlights product quality and satisfaction.,6,amazon,1
featurization,The selected string includes a practical problem-solving tone.,7,amazon,1
featurization,The selected string uses a positive tone throughout the review.,8,amazon,1
featurization,The selected string focuses on gift presentation.,9,amazon,1
featurization,The selected string emphasizes physical attributes of the product.,10,amazon,1
featurization,"The selected string uses a concise, positive tone.",11,amazon,1
featurization,The selected string includes a detailed critique of content.,12,amazon,1
featurization,The selected string uses a direct reference to Amazon's service.,13,amazon,1
featurization,The selected string expresses brand loyalty and repeated purchases.,14,amazon,1
featurization,The selected string focuses on product performance benefits and drawbacks.,15,amazon,1
featurization,The selected string focuses on clothing fit and comfort.,16,amazon,1
featurization,The selected string uses a positive tone throughout.,17,amazon,1
featurization,The selected string uses an emoticon to convey emotion.,18,amazon,1
featurization,The selected string uses humor in its product description.,19,amazon,1
featurization,The selected string addresses a specific order issue.,20,amazon,1
featurization,The selected string provides detailed descriptions of product features.,21,amazon,1
featurization,The selected string includes a direct warning to potential buyers.,22,amazon,1
featurization,The selected string discusses a subscription-related issue.,23,amazon,1
featurization,The selected string focuses on health and wellness.,24,amazon,1
featurization,The selected string focuses on packaging and assembly details.,25,amazon,1
featurization,"The selected string praises a publication, not a product.",26,amazon,1
featurization,The selected string is notably shorter in length.,27,amazon,1
featurization,The selected string focuses on a specific product feature.,28,amazon,1
featurization,The selected string focuses on a specific age group.,29,amazon,1
featurization,The selected string focuses on general usefulness.,30,amazon,1
featurization,The selected string focuses on gifting experience.,31,amazon,1
featurization,"The selected string uses informal language, e.g., 'Yeah Buddy'.",32,amazon,1
featurization,The selected string includes a specific magazine title.,33,amazon,1
featurization,The selected string focuses on product size misjudgment.,34,amazon,1
featurization,"The selected string uses straightforward, simple vocabulary.",35,amazon,1
featurization,The selected string focuses on fabric texture and feel.,36,amazon,1
featurization,The selected string includes cultural and aesthetic references.,37,amazon,1
featurization,The selected string targets a general audience interested in entertainment.,38,amazon,1
featurization,The selected string targets a specific gender audience.,39,amazon,1
featurization,The selected string includes specific product comparisons.,40,amazon,1
featurization,The selected string addresses potential objections from specific subpopulations.,41,amazon,1
featurization,The selected string focuses on a niche hobby application.,42,amazon,1
featurization,The selected string expresses a personal wish or desire.,43,amazon,1
featurization,The selected string uses repetition for emphasis.,44,amazon,1
featurization,The selected string focuses on product flaws.,45,amazon,1
featurization,"The selected string uses simple, straightforward language.",46,amazon,1
featurization,The selected string uses ellipses for dramatic effect.,47,amazon,1
featurization,"The selected string uses concise, straightforward language.",48,amazon,1
featurization,The selected string employs repetitive phrasing for emphasis.,49,amazon,1
baseline,indicate product benefits.,0,amazon,2
baseline,describe packaging or delivery.,1,amazon,2
baseline,mention personal anecdotes.,2,amazon,2
baseline,highlight product defects.,3,amazon,2
baseline,reference pricing concerns.,4,amazon,2
baseline,describe product appearance.,5,amazon,2
baseline,mention comparative products.,6,amazon,2
baseline,express disappointment.,7,amazon,2
baseline,highlight product efficacy.,8,amazon,2
baseline,include installation experiences.,9,amazon,2
baseline,mention gift recipients.,10,amazon,2
baseline,describe taste.,11,amazon,2
baseline,include quantity details.,12,amazon,2
baseline,describe product longevity.,13,amazon,2
baseline,mention specific brands.,14,amazon,2
baseline,express expectations versus reality.,15,amazon,2
baseline,describe product's usage context.,16,amazon,2
baseline,highlight ease of use.,17,amazon,2
baseline,mention product's size.,18,amazon,2
baseline,reference external resources.,19,amazon,2
baseline,describe sensory experiences.,20,amazon,2
baseline,mention faulty performance.,21,amazon,2
baseline,compare against past purchases.,22,amazon,2
baseline,mention additional purchases.,23,amazon,2
baseline,identify product components.,24,amazon,2
baseline,mention pets.,25,amazon,2
baseline,describe health benefits.,26,amazon,2
baseline,highlight cleaning or maintenance.,27,amazon,2
baseline,emphasize design aesthetics.,28,amazon,2
baseline,reference weather conditions.,29,amazon,2
baseline,describe flavor components.,30,amazon,2
baseline,highlight ease of assembly.,31,amazon,2
baseline,indicate shipping issues.,32,amazon,2
baseline,describe emotional reactions.,33,amazon,2
baseline,mention dietary preferences.,34,amazon,2
baseline,mention customer service.,35,amazon,2
baseline,give temporal contexts.,36,amazon,2
baseline,refer to technological features.,37,amazon,2
baseline,mention competing claims.,38,amazon,2
baseline,highlight multi-use functionality.,39,amazon,2
baseline,refer to food recipes.,40,amazon,2
baseline,point out strong brand loyalty.,41,amazon,2
baseline,emphasize visual presentation.,42,amazon,2
baseline,discuss packaging materials.,43,amazon,2
baseline,highlight functionality in specific scenarios.,44,amazon,2
baseline,describe specific product types.,45,amazon,2
baseline,mention economic value.,46,amazon,2
baseline,cite expert recommendations.,47,amazon,2
baseline,refer to durability concerns.,48,amazon,2
baseline,relay precise measurements.,49,amazon,2
prompting,The selected string mentions the product's country of origin.,0,amazon,2
prompting,The selected string employs a conversational tone with direct advice.,1,amazon,2
prompting,The selected string uses a conversational tone with 'matter of fact'.,2,amazon,2
prompting,The selected string contains an update section for additional insights.,3,amazon,2
prompting,The selected string includes a self-reflective tone about personal habits.,4,amazon,2
prompting,The selected string includes a resolution offer from the seller.,5,amazon,2
prompting,The selected string describes a technical feature: USB C charging.,6,amazon,2
prompting,The selected string mentions specific product features and performance issues.,7,amazon,2
prompting,The selected string includes a specific time frame of usage.,8,amazon,2
prompting,The selected string highlights ease of cleaning.,9,amazon,2
prompting,The selected string implies universal approval from multiple people.,10,amazon,2
prompting,The selected string expresses gratitude towards a brand.,11,amazon,2
prompting,The selected string has a concise and direct tone.,12,amazon,2
prompting,The selected string provides specific measurements and comparisons.,13,amazon,2
prompting,The selected string focuses on a single product feature.,14,amazon,2
prompting,The selected string mentions personal preferences affecting product use.,15,amazon,2
prompting,"The selected string has a neutral, matter-of-fact tone.",16,amazon,2
prompting,The selected string uses a metaphorical phrase 'A little wonder'.,17,amazon,2
prompting,The selected string describes a physical interaction with the product.,18,amazon,2
prompting,The selected string uses a problem-solution narrative structure.,19,amazon,2
prompting,The selected string targets a specific product model.,20,amazon,2
prompting,The selected string expresses strong dissatisfaction and disappointment.,21,amazon,2
prompting,"The selected string employs a casual, informal writing style.",22,amazon,2
prompting,The selected string provides detailed product functionality insights.,23,amazon,2
prompting,The selected string maintains a positive and informative tone.,24,amazon,2
prompting,The selected string lacks emotional or sensory language.,25,amazon,2
prompting,The selected string emphasizes value and satisfaction.,26,amazon,2
prompting,The selected string uses a more critical and negative tone.,27,amazon,2
prompting,The selected string lacks emotional or subjective expressions.,28,amazon,2
prompting,The selected string includes emotive expressions like '[*sigh ...*]'.,29,amazon,2
prompting,The selected string emphasizes ease of cleaning with a washable cover.,30,amazon,2
prompting,The selected string is brief and to the point.,31,amazon,2
prompting,The selected string uses a conversational and informal tone.,32,amazon,2
prompting,The selected string focuses on product durability over time.,33,amazon,2
prompting,The selected string uses a personal anecdote about product use.,34,amazon,2
prompting,The selected string provides a recommendation and gift suggestion.,35,amazon,2
prompting,The selected string focuses on product authenticity concerns.,36,amazon,2
prompting,The selected string uses sensory language to describe an experience.,37,amazon,2
prompting,The selected string lacks specific product details or features.,38,amazon,2
prompting,The selected string expresses dissatisfaction with the product.,39,amazon,2
prompting,The selected string uses a personal anecdote for relatability.,40,amazon,2
prompting,The selected string uses humor to engage the reader.,41,amazon,2
prompting,The selected string lacks technical or product-specific details.,42,amazon,2
prompting,The selected string focuses on aesthetic appeal and satisfaction.,43,amazon,2
prompting,The selected string mentions a specific food combination.,44,amazon,2
prompting,The selected string lacks detailed explanations or tips.,45,amazon,2
prompting,The selected string focuses on product durability despite failure.,46,amazon,2
prompting,The selected string focuses on a specific cooking ingredient.,47,amazon,2
prompting,The selected string is concise and to the point.,48,amazon,2
prompting,"The selected string uses a straightforward, factual tone.",49,amazon,2
featurization,The selected string includes specific product usage context.,0,amazon,2
featurization,The selected string focuses on a single product issue.,1,amazon,2
featurization,The selected string describes a pet-related product.,2,amazon,2
featurization,The selected string focuses on a specific food product.,3,amazon,2
featurization,The selected string balances positive and negative feedback effectively.,4,amazon,2
featurization,The selected string emphasizes repeat purchase behavior.,5,amazon,2
featurization,The selected string highlights aesthetic appeal of the product.,6,amazon,2
featurization,The selected string provides a comparison with previous similar products.,7,amazon,2
featurization,The selected string mentions specific product categories: appliance and jeep parts.,8,amazon,2
featurization,The selected string uses HTML tags for formatting.,9,amazon,2
featurization,"The selected string uses a positive, straightforward tone.",10,amazon,2
featurization,The selected string uses a positive tone throughout the review.,11,amazon,2
featurization,"The selected string uses simple, straightforward language.",12,amazon,2
featurization,The selected string focuses on delivery condition.,13,amazon,2
featurization,"The selected string has a neutral, factual tone.",14,amazon,2
featurization,The selected string focuses on price and value.,15,amazon,2
featurization,The selected string includes a detailed product failure description.,16,amazon,2
featurization,The selected string focuses on taste and flavor.,17,amazon,2
featurization,The selected string includes a comparison of product alternatives.,18,amazon,2
featurization,The selected string uses humor to describe product experience.,19,amazon,2
featurization,The selected string includes a detailed description of product features.,20,amazon,2
featurization,The selected string involves a DIY repair scenario.,21,amazon,2
featurization,The selected string lacks detailed product usage information.,22,amazon,2
featurization,The selected string uses creative punctuation for emphasis.,23,amazon,2
featurization,The selected string emphasizes product's protective capability.,24,amazon,2
featurization,The selected string provides practical usage tips for the product.,25,amazon,2
featurization,The selected string focuses on aesthetic appeal and visual matching.,26,amazon,2
featurization,The selected string includes a direct product comparison.,27,amazon,2
featurization,The selected string mentions a sensor interaction.,28,amazon,2
featurization,The selected string emphasizes health benefits of the product.,29,amazon,2
featurization,The selected string includes a dog's approval as a detail.,30,amazon,2
featurization,The selected string contains a detailed list of consumed items.,31,amazon,2
featurization,The selected string includes a detailed product update section.,32,amazon,2
featurization,The selected string mentions packaging functionality.,33,amazon,2
featurization,The selected string focuses on product construction quality.,34,amazon,2
featurization,The selected string lacks detailed product descriptions.,35,amazon,2
featurization,The selected string focuses on variety and assortment.,36,amazon,2
featurization,The selected string uses specific product compatibility details.,37,amazon,2
featurization,The selected string lists detailed pros and cons.,38,amazon,2
featurization,The selected string references a visual aid (photo).,39,amazon,2
featurization,The selected string focuses on a specific cooking ingredient.,40,amazon,2
featurization,The selected string includes specific measurements and product details.,41,amazon,2
featurization,The selected string discusses cleaning and maintenance aspects.,42,amazon,2
featurization,The selected string describes product functionality with sensory details.,43,amazon,2
featurization,The selected string focuses on product functionality and benefits.,44,amazon,2
featurization,"The selected string uses simple, straightforward vocabulary.",45,amazon,2
featurization,The selected string uses a positive tone throughout.,46,amazon,2
featurization,The selected string targets a DIY or handyman audience.,47,amazon,2
featurization,The selected string describes a workaround for a design change.,48,amazon,2
featurization,The selected string focuses on a household problem-solving gadget.,49,amazon,2
clustering,The selected string uses a positive and commendatory tone.,0,nyt,0
clustering,The selected string focuses on a single individual's life story.,1,nyt,0
clustering,"The selected string uses straightforward, factual language.",2,nyt,0
clustering,The selected string uses a hopeful and optimistic tone throughout.,3,nyt,0
clustering,The selected string is concise and focused on a single event.,4,nyt,0
clustering,"The selected string uses a personal, reflective tone.",5,nyt,0
clustering,The selected string focuses on consumer products and their details.,6,nyt,0
clustering,The selected string highlights a conflict between preservation and modernization.,7,nyt,0
clustering,The selected string is concise and to the point.,8,nyt,0
clustering,The selected string incorporates visual elements through photography references.,9,nyt,0
clustering,The selected string focuses on a sports event outcome.,10,nyt,0
clustering,The selected string uses a conversational and empathetic tone.,11,nyt,0
clustering,The selected string emphasizes cultural impact and public sentiment.,12,nyt,0
clustering,The selected string emphasizes individual talent and artistic growth.,13,nyt,0
clustering,The selected string includes detailed descriptions of settings and actions.,14,nyt,0
clustering,The selected string references current events for contextual relevance.,15,nyt,0
clustering,The selected string lacks narrative or descriptive elements.,16,nyt,0
clustering,The selected string lists multiple events with specific dates and times.,17,nyt,0
clustering,"The selected string focuses on a single, localized setting in New York.",18,nyt,0
clustering,The selected string includes references to historical figures and events.,19,nyt,0
clustering,The selected string includes expert opinions and quotes.,20,nyt,0
clustering,The selected string uses a conversational tone with direct quotes.,21,nyt,0
clustering,"The selected string is concise, focusing on a single topic.",22,nyt,0
clustering,The selected string focuses on art and cultural experiences.,23,nyt,0
clustering,The selected string references philosophical and political discourse.,24,nyt,0
clustering,The selected string uses a formal and factual writing style.,25,nyt,0
clustering,The selected string addresses a specific error in a previous article.,26,nyt,0
clustering,The selected string includes specific exhibition dates and locations.,27,nyt,0
clustering,The selected string is concise and under 100 words.,28,nyt,0
clustering,The selected string targets an audience seeking accuracy and transparency.,29,nyt,0
clustering,The selected string uses a first-person narrative perspective.,30,nyt,0
clustering,The selected string focuses on a sports event narrative.,31,nyt,0
clustering,The selected string highlights a specific individual's professional achievements.,32,nyt,0
clustering,The selected string features a political context and setting.,33,nyt,0
clustering,The selected string is specific to a geographical location.,34,nyt,0
clustering,The selected string focuses on a specific design innovation.,35,nyt,0
clustering,The selected string focuses on luxury and high-risk lifestyles.,36,nyt,0
clustering,The selected string uses scientific terminology and concepts extensively.,37,nyt,0
clustering,The selected string uses a promotional tone.,38,nyt,0
clustering,The selected string focuses on a personal anecdote.,39,nyt,0
clustering,The selected string uses a celebratory and triumphant tone.,40,nyt,0
clustering,The selected string critiques political and social values.,41,nyt,0
clustering,The selected string addresses a specific event with minimal context.,42,nyt,0
clustering,The selected string emphasizes emotional and ethical implications.,43,nyt,0
clustering,The selected string targets an audience interested in travel logistics.,44,nyt,0
clustering,The selected string uses a factual and informative tone.,45,nyt,0
clustering,The selected string focuses on historical and cultural artifacts.,46,nyt,0
clustering,The selected string uses a journalistic tone with factual reporting.,47,nyt,0
clustering,The selected string lacks narrative or storytelling elements.,48,nyt,0
clustering,The selected string is set in a specific urban location.,49,nyt,0
clustering,The selected string focuses on personal reflections and introspection.,0,nyt,1
clustering,The selected string explores the intersection of design and lifestyle.,1,nyt,1
clustering,The selected string uses a critical and investigative tone.,2,nyt,1
clustering,The selected string focuses on personal recovery and resilience.,3,nyt,1
clustering,The selected string includes specific legal and procedural details.,4,nyt,1
clustering,The selected string includes specific numerical data and statistics.,5,nyt,1
clustering,The selected string focuses on sports and player trades.,6,nyt,1
clustering,The selected string emphasizes historical context and tradition of giving.,7,nyt,1
clustering,The selected string includes specific performance details and song titles.,8,nyt,1
clustering,The selected string highlights innovative product design and branding.,9,nyt,1
clustering,The selected string is set in an international diplomatic context.,10,nyt,1
clustering,The selected string uses a formal and authoritative tone.,11,nyt,1
clustering,The selected string focuses on design and furniture trends.,12,nyt,1
clustering,The selected string is set in a rural American town.,13,nyt,1
clustering,The selected string highlights a specific character's personality traits.,14,nyt,1
clustering,The selected string includes a specific correction date.,15,nyt,1
clustering,The selected string includes symbolic gestures and ceremonies.,16,nyt,1
clustering,The selected string includes future episode previews for viewer engagement.,17,nyt,1
clustering,"The selected string uses a light, engaging tone throughout.",18,nyt,1
clustering,The selected string includes specific brand and designer names.,19,nyt,1
clustering,The selected string includes direct quotes from industry professionals.,20,nyt,1
clustering,The selected string targets an audience interested in historical events.,21,nyt,1
clustering,The selected string targets an entertainment-focused audience.,22,nyt,1
clustering,The selected string focuses on personalizing living spaces.,23,nyt,1
clustering,The selected string uses a conversational tone with direct quotes.,24,nyt,1
clustering,The selected string focuses on a political and legal theme.,25,nyt,1
clustering,The selected string includes direct quotes from political figures.,26,nyt,1
clustering,The selected string mentions a specific political figure.,27,nyt,1
clustering,The selected string highlights cultural and artistic heritage.,28,nyt,1
clustering,The selected string emphasizes consumer behavior and market trends.,29,nyt,1
clustering,The selected string uses vivid imagery to describe settings.,30,nyt,1
clustering,The selected string includes dialogue to enhance character development.,31,nyt,1
clustering,The selected string is concise and event-specific.,32,nyt,1
clustering,The selected string uses a formal and informative writing style.,33,nyt,1
clustering,The selected string focuses on political and economic themes.,34,nyt,1
clustering,The selected string focuses on ethical dilemmas and personal decisions.,35,nyt,1
clustering,The selected string discusses international aid and political dynamics.,36,nyt,1
clustering,The selected string focuses on a specific international incident.,37,nyt,1
clustering,The selected string includes detailed character portrayals.,38,nyt,1
clustering,The selected string is structured as a television program review.,39,nyt,1
clustering,The selected string uses a documentary-style narrative approach.,40,nyt,1
clustering,The selected string includes direct quotes from the main subject.,41,nyt,1
clustering,The selected string includes specific business examples and success stories.,42,nyt,1
clustering,The selected string includes a specific location in Manhattan.,43,nyt,1
clustering,The selected string includes a call to action for viewers.,44,nyt,1
